Wvlgth,Direct_normal_irradiance,Global_horizn_irradiance,Global_tilted_irradiance,Beam_normal_+circumsolar
.5910E+03,.1316E+01,.1017E+01,.1017E+01,.1316E+01
.5920E+03,.1308E+01,.1010E+01,.1010E+01,.1308E+01
.5930E+03,.1320E+01,.1019E+01,.1019E+01,.1320E+01
.5940E+03,.1316E+01,.1015E+01,.1015E+01,.1316E+01
.5950E+03,.1291E+01,.9946E+00,.9946E+00,.1291E+01
.5960E+03,.1324E+01,.1020E+01,.1020E+01,.1324E+01
.5970E+03,.1314E+01,.1011E+01,.1011E+01,.1314E+01
.5980E+03,.1307E+01,.1006E+01,.1006E+01,.1307E+01
.5990E+03,.1308E+01,.1005E+01,.1005E+01,.1308E+01
.6000E+03,.1306E+01,.1003E+01,.1003E+01,.1306E+01
.6010E+03,.1292E+01,.9921E+00,.9921E+00,.1292E+01
.6020E+03,.1283E+01,.9841E+00,.9841E+00,.1283E+01
.6030E+03,.1302E+01,.9987E+00,.9987E+00,.1302E+01
.6040E+03,.1323E+01,.1014E+01,.1014E+01,.1323E+01
.6050E+03,.1317E+01,.1009E+01,.1009E+01,.1317E+01
.6060E+03,.1314E+01,.1006E+01,.1006E+01,.1314E+01
.6070E+03,.1329E+01,.1017E+01,.1017E+01,.1329E+01
.6080E+03,.1315E+01,.1006E+01,.1006E+01,.1315E+01
.6090E+03,.1319E+01,.1008E+01,.1008E+01,.1319E+01
.6100E+03,.1309E+01,.1000E+01,.1000E+01,.1309E+01
.6110E+03,.1317E+01,.1006E+01,.1006E+01,.1317E+01
.6120E+03,.1313E+01,.1002E+01,.1002E+01,.1313E+01
.6130E+03,.1296E+01,.9894E+00,.9894E+00,.1296E+01
.6140E+03,.1279E+01,.9757E+00,.9757E+00,.1279E+01
.6150E+03,.1308E+01,.9971E+00,.9971E+00,.1308E+01
.6160E+03,.1265E+01,.9643E+00,.9643E+00,.1265E+01
.6170E+03,.1263E+01,.9622E+00,.9622E+00,.1263E+01
.6180E+03,.1312E+01,.9988E+00,.9988E+00,.1312E+01
.6190E+03,.1299E+01,.9884E+00,.9884E+00,.1299E+01
.6200E+03,.1307E+01,.9938E+00,.9938E+00,.1307E+01
.6210E+03,.1306E+01,.9930E+00,.9930E+00,.1306E+01
.6220E+03,.1282E+01,.9735E+00,.9735E+00,.1282E+01
.6230E+03,.1253E+01,.9513E+00,.9513E+00,.1253E+01
.6240E+03,.1237E+01,.9386E+00,.9386E+00,.1237E+01
.6250E+03,.1243E+01,.9430E+00,.9430E+00,.1243E+01
.6260E+03,.1265E+01,.9591E+00,.9591E+00,.1265E+01
.6270E+03,.1284E+01,.9729E+00,.9729E+00,.1284E+01
.6280E+03,.1219E+01,.9220E+00,.9220E+00,.1219E+01
.6290E+03,.1263E+01,.9559E+00,.9559E+00,.1263E+01
.6300E+03,.1235E+01,.9339E+00,.9339E+00,.1235E+01
.6310E+03,.1259E+01,.9525E+00,.9525E+00,.1259E+01
.6320E+03,.1249E+01,.9443E+00,.9443E+00,.1249E+01
.6330E+03,.1287E+01,.9729E+00,.9729E+00,.1287E+01
.6340E+03,.1273E+01,.9623E+00,.9623E+00,.1273E+01
.6350E+03,.1294E+01,.9772E+00,.9772E+00,.1294E+01
.6360E+03,.1275E+01,.9628E+00,.9628E+00,.1275E+01
.6370E+03,.1295E+01,.9776E+00,.9776E+00,.1295E+01
.6380E+03,.1306E+01,.9856E+00,.9856E+00,.1306E+01
.6390E+03,.1293E+01,.9752E+00,.9752E+00,.1293E+01
.6400E+03,.1281E+01,.9660E+00,.9660E+00,.1281E+01
.6410E+03,.1281E+01,.9657E+00,.9657E+00,.1281E+01
.6420E+03,.1276E+01,.9610E+00,.9610E+00,.1276E+01
.6430E+03,.1294E+01,.9746E+00,.9746E+00,.1294E+01
.6440E+03,.1290E+01,.9709E+00,.9709E+00,.1290E+01
.6450E+03,.1294E+01,.9741E+00,.9741E+00,.1294E+01
.6460E+03,.1272E+01,.9567E+00,.9567E+00,.1272E+01
.6470E+03,.1270E+01,.9549E+00,.9549E+00,.1270E+01
.6480E+03,.1277E+01,.9594E+00,.9594E+00,.1277E+01
.6490E+03,.1253E+01,.9409E+00,.9409E+00,.1253E+01
.6500E+03,.1244E+01,.9339E+00,.9339E+00,.1244E+01
.6510E+03,.1295E+01,.9720E+00,.9720E+00,.1295E+01
.6520E+03,.1263E+01,.9473E+00,.9473E+00,.1263E+01
.6530E+03,.1280E+01,.9599E+00,.9599E+00,.1280E+01
.6540E+03,.1264E+01,.9478E+00,.9478E+00,.1264E+01
.6550E+03,.1227E+01,.9196E+00,.9196E+00,.1227E+01
.6560E+03,.1081E+01,.8101E+00,.8101E+00,.1081E+01
.6570E+03,.1110E+01,.8315E+00,.8315E+00,.1110E+01
.6580E+03,.1239E+01,.9275E+00,.9275E+00,.1239E+01
.6590E+03,.1242E+01,.9297E+00,.9297E+00,.1242E+01
.6600E+03,.1240E+01,.9274E+00,.9274E+00,.1240E+01
.6610E+03,.1234E+01,.9225E+00,.9225E+00,.1234E+01
.6620E+03,.1227E+01,.9165E+00,.9165E+00,.1227E+01
.6630E+03,.1209E+01,.9030E+00,.9030E+00,.1209E+01
.6640E+03,.1234E+01,.9211E+00,.9211E+00,.1234E+01
.6650E+03,.1240E+01,.9258E+00,.9258E+00,.1240E+01
.6660E+03,.1247E+01,.9307E+00,.9307E+00,.1247E+01
.6670E+03,.1250E+01,.9325E+00,.9325E+00,.1250E+01
.6680E+03,.1252E+01,.9337E+00,.9337E+00,.1252E+01
.6690E+03,.1272E+01,.9488E+00,.9488E+00,.1272E+01
.6700E+03,.1268E+01,.9450E+00,.9450E+00,.1268E+01
.6710E+03,.1268E+01,.9448E+00,.9448E+00,.1268E+01
.6720E+03,.1258E+01,.9368E+00,.9368E+00,.1258E+01
.6730E+03,.1277E+01,.9509E+00,.9509E+00,.1277E+01
.6740E+03,.1273E+01,.9475E+00,.9475E+00,.1273E+01
.6750E+03,.1262E+01,.9388E+00,.9388E+00,.1262E+01
.6760E+03,.1270E+01,.9451E+00,.9451E+00,.1270E+01
.6770E+03,.1258E+01,.9354E+00,.9354E+00,.1258E+01
.6780E+03,.1261E+01,.9376E+00,.9376E+00,.1261E+01
.6790E+03,.1241E+01,.9224E+00,.9224E+00,.1241E+01
.6800E+03,.1252E+01,.9300E+00,.9300E+00,.1252E+01
.6810E+03,.1245E+01,.9243E+00,.9243E+00,.1245E+01
.6820E+03,.1244E+01,.9235E+00,.9235E+00,.1244E+01
.6830E+03,.1242E+01,.9220E+00,.9220E+00,.1242E+01
.6840E+03,.1237E+01,.9177E+00,.9177E+00,.1237E+01
.6850E+03,.1248E+01,.9255E+00,.9255E+00,.1248E+01
.6860E+03,.1242E+01,.9204E+00,.9204E+00,.1242E+01
.6870E+03,.8999E+00,.6625E+00,.6625E+00,.8999E+00
.6880E+03,.1018E+01,.7513E+00,.7513E+00,.1018E+01
.6890E+03,.1021E+01,.7534E+00,.7534E+00,.1021E+01
.6900E+03,.1060E+01,.7825E+00,.7825E+00,.1060E+01
.6910E+03,.1104E+01,.8154E+00,.8154E+00,.1104E+01
.6920E+03,.1139E+01,.8419E+00,.8419E+00,.1139E+01
.6930E+03,.1149E+01,.8487E+00,.8487E+00,.1149E+01
.6940E+03,.1153E+01,.8518E+00,.8518E+00,.1153E+01
.6950E+03,.1182E+01,.8729E+00,.8729E+00,.1182E+01
.6960E+03,.1186E+01,.8760E+00,.8760E+00,.1186E+01
.6970E+03,.1224E+01,.9039E+00,.9039E+00,.1224E+01
.6980E+03,.1206E+01,.8907E+00,.8907E+00,.1206E+01
.6990E+03,.1200E+01,.8858E+00,.8858E+00,.1200E+01
.7000E+03,.1187E+01,.8754E+00,.8754E+00,.1187E+01
.7010E+03,.1181E+01,.8712E+00,.8712E+00,.1181E+01
.7020E+03,.1182E+01,.8716E+00,.8716E+00,.1182E+01
.7030E+03,.1186E+01,.8737E+00,.8737E+00,.1186E+01
.7040E+03,.1211E+01,.8921E+00,.8921E+00,.1211E+01
.7050E+03,.1215E+01,.8948E+00,.8948E+00,.1215E+01
.7060E+03,.1208E+01,.8898E+00,.8898E+00,.1208E+01
.7070E+03,.1208E+01,.8896E+00,.8896E+00,.1208E+01
.7080E+03,.1211E+01,.8916E+00,.8916E+00,.1211E+01
.7090E+03,.1206E+01,.8873E+00,.8873E+00,.1206E+01
.7100E+03,.1210E+01,.8901E+00,.8901E+00,.1210E+01
.7110E+03,.1206E+01,.8869E+00,.8869E+00,.1206E+01
.7120E+03,.1200E+01,.8819E+00,.8819E+00,.1200E+01
.7130E+03,.1191E+01,.8753E+00,.8753E+00,.1191E+01
.7140E+03,.1196E+01,.8784E+00,.8784E+00,.1196E+01
.7150E+03,.1167E+01,.8570E+00,.8570E+00,.1167E+01
.7160E+03,.1172E+01,.8602E+00,.8602E+00,.1172E+01
.7170E+03,.1098E+01,.8049E+00,.8049E+00,.1098E+01
.7180E+03,.1039E+01,.7612E+00,.7612E+00,.1039E+01
.7190E+03,.9632E+00,.7051E+00,.7051E+00,.9632E+00
.7200E+03,.1009E+01,.7384E+00,.7384E+00,.1009E+01
.7210E+03,.1055E+01,.7728E+00,.7728E+00,.1055E+01
.7220E+03,.1146E+01,.8396E+00,.8396E+00,.1146E+01
.7230E+03,.1102E+01,.8067E+00,.8067E+00,.1102E+01
.7240E+03,.1031E+01,.7541E+00,.7541E+00,.1031E+01
.7250E+03,.1030E+01,.7530E+00,.7530E+00,.1030E+01
.7260E+03,.1062E+01,.7765E+00,.7765E+00,.1062E+01
.7270E+03,.1064E+01,.7778E+00,.7778E+00,.1064E+01
.7280E+03,.1027E+01,.7504E+00,.7504E+00,.1027E+01
.7290E+03,.1034E+01,.7558E+00,.7558E+00,.1034E+01
.7300E+03,.1088E+01,.7948E+00,.7948E+00,.1088E+01
.7310E+03,.1054E+01,.7700E+00,.7700E+00,.1054E+01
.7320E+03,.1095E+01,.7997E+00,.7997E+00,.1095E+01
.7330E+03,.1127E+01,.8234E+00,.8234E+00,.1127E+01
.7340E+03,.1146E+01,.8373E+00,.8373E+00,.1146E+01
.7350E+03,.1127E+01,.8229E+00,.8229E+00,.1127E+01
.7360E+03,.1125E+01,.8212E+00,.8212E+00,.1125E+01
.7370E+03,.1131E+01,.8255E+00,.8255E+00,.1131E+01
.7380E+03,.1131E+01,.8255E+00,.8255E+00,.1131E+01
.7390E+03,.1111E+01,.8104E+00,.8104E+00,.1111E+01
.7400E+03,.1133E+01,.8267E+00,.8267E+00,.1133E+01
.7410E+03,.1118E+01,.8155E+00,.8155E+00,.1118E+01
.7420E+03,.1116E+01,.8138E+00,.8138E+00,.1116E+01
.7430E+03,.1144E+01,.8337E+00,.8337E+00,.1144E+01
.7440E+03,.1138E+01,.8296E+00,.8296E+00,.1138E+01
.7450E+03,.1137E+01,.8285E+00,.8285E+00,.1137E+01
.7460E+03,.1143E+01,.8323E+00,.8323E+00,.1143E+01
.7470E+03,.1145E+01,.8338E+00,.8338E+00,.1145E+01
.7480E+03,.1143E+01,.8320E+00,.8320E+00,.1143E+01
.7490E+03,.1130E+01,.8224E+00,.8224E+00,.1130E+01
.7500E+03,.1130E+01,.8219E+00,.8219E+00,.1130E+01
.7510E+03,.1119E+01,.8136E+00,.8136E+00,.1119E+01
.7520E+03,.1124E+01,.8171E+00,.8171E+00,.1124E+01
.7530E+03,.1129E+01,.8212E+00,.8212E+00,.1129E+01
.7540E+03,.1132E+01,.8232E+00,.8232E+00,.1132E+01
.7550E+03,.1126E+01,.8186E+00,.8186E+00,.1126E+01
.7560E+03,.1126E+01,.8181E+00,.8181E+00,.1126E+01
.7570E+03,.1128E+01,.8193E+00,.8193E+00,.1128E+01
.7580E+03,.1114E+01,.8093E+00,.8093E+00,.1114E+01
.7590E+03,.1096E+01,.7955E+00,.7955E+00,.1096E+01
.7600E+03,.2608E+00,.1856E+00,.1856E+00,.2608E+00
.7610E+03,.1551E+00,.1098E+00,.1098E+00,.1551E+00
.7620E+03,.6387E+00,.4596E+00,.4596E+00,.6387E+00
.7630E+03,.3669E+00,.2620E+00,.2620E+00,.3669E+00
.7640E+03,.5090E+00,.3650E+00,.3650E+00,.5090E+00
.7650E+03,.6395E+00,.4599E+00,.4599E+00,.6395E+00
.7660E+03,.7480E+00,.5393E+00,.5393E+00,.7480E+00
.7670E+03,.9076E+00,.6559E+00,.6559E+00,.9076E+00
.7680E+03,.1019E+01,.7377E+00,.7377E+00,.1019E+01
.7690E+03,.1035E+01,.7489E+00,.7489E+00,.1035E+01
.7700E+03,.1063E+01,.7696E+00,.7696E+00,.1063E+01
.7710E+03,.1069E+01,.7737E+00,.7737E+00,.1069E+01
.7720E+03,.1070E+01,.7747E+00,.7747E+00,.1070E+01
.7730E+03,.1078E+01,.7799E+00,.7799E+00,.1078E+01
.7740E+03,.1073E+01,.7760E+00,.7760E+00,.1073E+01
.7750E+03,.1065E+01,.7700E+00,.7700E+00,.1065E+01
.7760E+03,.1078E+01,.7793E+00,.7793E+00,.1078E+01
.7770E+03,.1064E+01,.7690E+00,.7690E+00,.1064E+01
.7780E+03,.1058E+01,.7644E+00,.7644E+00,.1058E+01
.7790E+03,.1059E+01,.7650E+00,.7650E+00,.1059E+01
.7800E+03,.1053E+01,.7607E+00,.7607E+00,.1053E+01
.7810E+03,.1054E+01,.7615E+00,.7615E+00,.1054E+01
.7820E+03,.1061E+01,.7663E+00,.7663E+00,.1061E+01
.7830E+03,.1043E+01,.7529E+00,.7529E+00,.1043E+01
.7840E+03,.1048E+01,.7565E+00,.7565E+00,.1048E+01
.7850E+03,.1042E+01,.7517E+00,.7517E+00,.1042E+01
.7860E+03,.1054E+01,.7606E+00,.7606E+00,.1054E+01
.7870E+03,.1044E+01,.7532E+00,.7532E+00,.1044E+01
.7880E+03,.1036E+01,.7468E+00,.7468E+00,.1036E+01
.7890E+03,.1038E+01,.7486E+00,.7486E+00,.1038E+01
.7900E+03,.1023E+01,.7373E+00,.7373E+00,.1023E+01
.7910E+03,.1021E+01,.7355E+00,.7355E+00,.1021E+01
.7920E+03,.1012E+01,.7291E+00,.7291E+00,.1012E+01
.7930E+03,.9973E+00,.7184E+00,.7184E+00,.9973E+00
.7940E+03,.1000E+01,.7205E+00,.7205E+00,.1000E+01
.7950E+03,.1021E+01,.7352E+00,.7352E+00,.1021E+01
.7960E+03,.1007E+01,.7251E+00,.7251E+00,.1007E+01
.7970E+03,.1009E+01,.7260E+00,.7260E+00,.1009E+01
.7980E+03,.1022E+01,.7359E+00,.7359E+00,.1022E+01
.7990E+03,.1020E+01,.7337E+00,.7337E+00,.1020E+01
.8000E+03,.1007E+01,.7242E+00,.7242E+00,.1007E+01
.8010E+03,.1007E+01,.7241E+00,.7241E+00,.1007E+01
.8020E+03,.1004E+01,.7217E+00,.7217E+00,.1004E+01
.8030E+03,.9984E+00,.7177E+00,.7177E+00,.9984E+00
.8040E+03,.9982E+00,.7174E+00,.7174E+00,.9982E+00
.8050E+03,.9905E+00,.7117E+00,.7117E+00,.9905E+00
.8060E+03,.1011E+01,.7264E+00,.7264E+00,.1011E+01
.8070E+03,.1001E+01,.7190E+00,.7190E+00,.1001E+01
.8080E+03,.1001E+01,.7187E+00,.7187E+00,.1001E+01
.8090E+03,.9879E+00,.7093E+00,.7093E+00,.9879E+00
.8100E+03,.9862E+00,.7080E+00,.7080E+00,.9862E+00
.8110E+03,.9928E+00,.7125E+00,.7125E+00,.9928E+00
.8120E+03,.9778E+00,.7014E+00,.7014E+00,.9778E+00
.8130E+03,.9669E+00,.6934E+00,.6934E+00,.9669E+00
.8140E+03,.8981E+00,.6434E+00,.6434E+00,.8981E+00
.8150E+03,.8919E+00,.6388E+00,.6388E+00,.8919E+00
.8160E+03,.8477E+00,.6070E+00,.6070E+00,.8477E+00
.8170E+03,.8522E+00,.6101E+00,.6101E+00,.8522E+00
.8180E+03,.8292E+00,.5935E+00,.5935E+00,.8292E+00
.8190E+03,.8816E+00,.6313E+00,.6313E+00,.8816E+00
.8200E+03,.8481E+00,.6070E+00,.6070E+00,.8481E+00
.8210E+03,.9357E+00,.6701E+00,.6701E+00,.9357E+00
.8220E+03,.9205E+00,.6591E+00,.6591E+00,.9205E+00
.8230E+03,.7239E+00,.5171E+00,.5171E+00,.7239E+00
.8240E+03,.9133E+00,.6535E+00,.6535E+00,.9133E+00
.8250E+03,.9257E+00,.6624E+00,.6624E+00,.9257E+00
.8260E+03,.9078E+00,.6493E+00,.6493E+00,.9078E+00
.8270E+03,.9395E+00,.6721E+00,.6721E+00,.9395E+00
.8280E+03,.8488E+00,.6066E+00,.6066E+00,.8488E+00
.8290E+03,.9006E+00,.6439E+00,.6439E+00,.9006E+00
.8300E+03,.8968E+00,.6411E+00,.6411E+00,.8968E+00
.8310E+03,.8971E+00,.6412E+00,.6412E+00,.8971E+00
.8320E+03,.8817E+00,.6300E+00,.6300E+00,.8817E+00
.8330E+03,.9037E+00,.6458E+00,.6458E+00,.9037E+00
.8340E+03,.8885E+00,.6347E+00,.6347E+00,.8885E+00
.8350E+03,.9412E+00,.6726E+00,.6726E+00,.9412E+00
.8360E+03,.9221E+00,.6586E+00,.6586E+00,.9221E+00
.8370E+03,.9428E+00,.6735E+00,.6735E+00,.9428E+00
.8380E+03,.9221E+00,.6585E+00,.6585E+00,.9221E+00
.8390E+03,.9275E+00,.6623E+00,.6623E+00,.9275E+00
.8400E+03,.9456E+00,.6752E+00,.6752E+00,.9456E+00
.8410E+03,.9363E+00,.6684E+00,.6684E+00,.9363E+00
.8420E+03,.9327E+00,.6657E+00,.6657E+00,.9327E+00
.8430E+03,.9265E+00,.6612E+00,.6612E+00,.9265E+00
.8440E+03,.9174E+00,.6546E+00,.6546E+00,.9174E+00
.8450E+03,.9435E+00,.6732E+00,.6732E+00,.9435E+00
.8460E+03,.9387E+00,.6696E+00,.6696E+00,.9387E+00
.8470E+03,.9195E+00,.6558E+00,.6558E+00,.9195E+00
.8480E+03,.9165E+00,.6536E+00,.6536E+00,.9165E+00
.8490E+03,.8907E+00,.6351E+00,.6351E+00,.8907E+00
.8500E+03,.8531E+00,.6081E+00,.6081E+00,.8531E+00
.8510E+03,.9061E+00,.6457E+00,.6457E+00,.9061E+00
.8520E+03,.8988E+00,.6404E+00,.6404E+00,.8988E+00
.8530E+03,.8628E+00,.6147E+00,.6147E+00,.8628E+00
.8540E+03,.7472E+00,.5322E+00,.5322E+00,.7472E+00
.8550E+03,.8182E+00,.5828E+00,.5828E+00,.8182E+00
.8560E+03,.8957E+00,.6378E+00,.6378E+00,.8957E+00
.8570E+03,.9140E+00,.6508E+00,.6508E+00,.9140E+00
.8580E+03,.9082E+00,.6466E+00,.6466E+00,.9082E+00
.8590E+03,.9082E+00,.6465E+00,.6465E+00,.9082E+00
.8600E+03,.9092E+00,.6471E+00,.6471E+00,.9092E+00
.8610E+03,.9047E+00,.6438E+00,.6438E+00,.9047E+00
.8620E+03,.9187E+00,.6536E+00,.6536E+00,.9187E+00
.8630E+03,.9406E+00,.6691E+00,.6691E+00,.9406E+00
.8640E+03,.8937E+00,.6357E+00,.6357E+00,.8937E+00
.8650E+03,.8859E+00,.6301E+00,.6301E+00,.8859E+00
.8660E+03,.7967E+00,.5665E+00,.5665E+00,.7967E+00
.8670E+03,.8316E+00,.5912E+00,.5912E+00,.8316E+00
.8680E+03,.9050E+00,.6434E+00,.6434E+00,.9050E+00
.8690E+03,.8864E+00,.6300E+00,.6300E+00,.8864E+00
.8700E+03,.9118E+00,.6480E+00,.6480E+00,.9118E+00
.8710E+03,.8996E+00,.6392E+00,.6392E+00,.8996E+00
.8720E+03,.8965E+00,.6369E+00,.6369E+00,.8965E+00
.8730E+03,.8948E+00,.6356E+00,.6356E+00,.8948E+00
.8740E+03,.8843E+00,.6281E+00,.6281E+00,.8843E+00
.8750E+03,.8667E+00,.6155E+00,.6155E+00,.8667E+00
.8760E+03,.8760E+00,.6220E+00,.6220E+00,.8760E+00
.8770E+03,.8848E+00,.6281E+00,.6281E+00,.8848E+00
.8780E+03,.8951E+00,.6354E+00,.6354E+00,.8951E+00
.8790E+03,.8813E+00,.6255E+00,.6255E+00,.8813E+00
.8800E+03,.8625E+00,.6121E+00,.6121E+00,.8625E+00
.8810E+03,.8511E+00,.6039E+00,.6039E+00,.8511E+00
.8820E+03,.8700E+00,.6171E+00,.6171E+00,.8700E+00
.8830E+03,.8719E+00,.6184E+00,.6184E+00,.8719E+00
.8840E+03,.8683E+00,.6158E+00,.6158E+00,.8683E+00
.8850E+03,.8750E+00,.6204E+00,.6204E+00,.8750E+00
.8860E+03,.8385E+00,.5945E+00,.5945E+00,.8385E+00
.8870E+03,.8443E+00,.5985E+00,.5985E+00,.8443E+00
.8880E+03,.8599E+00,.6094E+00,.6094E+00,.8599E+00
.8890E+03,.8648E+00,.6129E+00,.6129E+00,.8648E+00
.8900E+03,.8629E+00,.6114E+00,.6114E+00,.8629E+00
.8910E+03,.8593E+00,.6088E+00,.6088E+00,.8593E+00
.8920E+03,.8402E+00,.5951E+00,.5951E+00,.8402E+00
.8930E+03,.8233E+00,.5830E+00,.5830E+00,.8233E+00
.8940E+03,.8097E+00,.5732E+00,.5732E+00,.8097E+00
.8950E+03,.7858E+00,.5560E+00,.5560E+00,.7858E+00
.8960E+03,.7619E+00,.5389E+00,.5389E+00,.7619E+00
.8970E+03,.6908E+00,.4883E+00,.4883E+00,.6908E+00
.8980E+03,.7264E+00,.5135E+00,.5135E+00,.7264E+00
.8990E+03,.5957E+00,.4205E+00,.4205E+00,.5957E+00
.9000E+03,.7224E+00,.5107E+00,.5107E+00,.7224E+00
.9010E+03,.6225E+00,.4396E+00,.4396E+00,.6225E+00
.9020E+03,.6732E+00,.4756E+00,.4756E+00,.6732E+00
.9030E+03,.6921E+00,.4888E+00,.4888E+00,.6921E+00
.9040E+03,.8071E+00,.5706E+00,.5706E+00,.8071E+00
.9050E+03,.7890E+00,.5576E+00,.5576E+00,.7890E+00
.9060E+03,.7483E+00,.5287E+00,.5287E+00,.7483E+00
.9070E+03,.6546E+00,.4620E+00,.4620E+00,.6546E+00
.9080E+03,.6637E+00,.4684E+00,.4684E+00,.6637E+00
.9090E+03,.6935E+00,.4896E+00,.4896E+00,.6935E+00
.9100E+03,.6547E+00,.4618E+00,.4618E+00,.6547E+00
.9110E+03,.6744E+00,.4758E+00,.4758E+00,.6744E+00
.9120E+03,.6923E+00,.4885E+00,.4885E+00,.6923E+00
.9130E+03,.6661E+00,.4697E+00,.4697E+00,.6661E+00
.9140E+03,.6569E+00,.4632E+00,.4632E+00,.6569E+00
.9150E+03,.6978E+00,.4921E+00,.4921E+00,.6978E+00
.9160E+03,.6173E+00,.4351E+00,.4351E+00,.6173E+00
.9170E+03,.7219E+00,.5092E+00,.5092E+00,.7219E+00
.9180E+03,.6334E+00,.4463E+00,.4463E+00,.6334E+00
.9190E+03,.7276E+00,.5131E+00,.5131E+00,.7276E+00
.9200E+03,.7256E+00,.5118E+00,.5118E+00,.7256E+00
.9210E+03,.7378E+00,.5204E+00,.5204E+00,.7378E+00
.9220E+03,.6895E+00,.4860E+00,.4860E+00,.6895E+00
.9230E+03,.7125E+00,.5024E+00,.5024E+00,.7125E+00
.9240E+03,.7056E+00,.4973E+00,.4973E+00,.7056E+00
.9250E+03,.6935E+00,.4886E+00,.4886E+00,.6935E+00
.9260E+03,.6983E+00,.4920E+00,.4920E+00,.6983E+00
.9270E+03,.7537E+00,.5312E+00,.5312E+00,.7537E+00
.9280E+03,.6352E+00,.4470E+00,.4470E+00,.6352E+00
.9290E+03,.6021E+00,.4235E+00,.4235E+00,.6021E+00
.9300E+03,.5154E+00,.3620E+00,.3620E+00,.5154E+00
.9310E+03,.4812E+00,.3380E+00,.3380E+00,.4812E+00
.9320E+03,.3885E+00,.2725E+00,.2725E+00,.3885E+00
.9330E+03,.3442E+00,.2413E+00,.2413E+00,.3442E+00
.9340E+03,.2494E+00,.1744E+00,.1744E+00,.2494E+00
.9350E+03,.3331E+00,.2335E+00,.2335E+00,.3331E+00
.9360E+03,.2440E+00,.1708E+00,.1708E+00,.2440E+00
.9370E+03,.2571E+00,.1799E+00,.1799E+00,.2571E+00
.9380E+03,.2988E+00,.2092E+00,.2092E+00,.2988E+00
.9390E+03,.4696E+00,.3296E+00,.3296E+00,.4696E+00
.9400E+03,.5345E+00,.3753E+00,.3753E+00,.5345E+00
.9410E+03,.4441E+00,.3115E+00,.3115E+00,.4441E+00
.9420E+03,.4853E+00,.3406E+00,.3406E+00,.4853E+00
.9430E+03,.3576E+00,.2506E+00,.2506E+00,.3576E+00
.9440E+03,.3507E+00,.2458E+00,.2458E+00,.3507E+00
.9450E+03,.4521E+00,.3170E+00,.3170E+00,.4521E+00
.9460E+03,.2796E+00,.1956E+00,.1956E+00,.2796E+00
.9470E+03,.4630E+00,.3246E+00,.3246E+00,.4630E+00
.9480E+03,.3558E+00,.2492E+00,.2492E+00,.3558E+00
.9490E+03,.5712E+00,.4007E+00,.4007E+00,.5712E+00
.9500E+03,.2430E+00,.1698E+00,.1698E+00,.2430E+00
.9510E+03,.5561E+00,.3901E+00,.3901E+00,.5561E+00
.9520E+03,.3664E+00,.2564E+00,.2564E+00,.3664E+00
.9530E+03,.4280E+00,.2998E+00,.2998E+00,.4280E+00
.9540E+03,.4790E+00,.3358E+00,.3358E+00,.4790E+00
.9550E+03,.4334E+00,.3036E+00,.3036E+00,.4334E+00
.9560E+03,.4043E+00,.2831E+00,.2831E+00,.4043E+00
.9570E+03,.3706E+00,.2592E+00,.2592E+00,.3706E+00
.9580E+03,.5041E+00,.3534E+00,.3534E+00,.5041E+00
.9590E+03,.4446E+00,.3113E+00,.3113E+00,.4446E+00
.9600E+03,.4922E+00,.3447E+00,.3447E+00,.4922E+00
.9610E+03,.5222E+00,.3659E+00,.3659E+00,.5222E+00
.9620E+03,.5007E+00,.3508E+00,.3508E+00,.5007E+00
.9630E+03,.5475E+00,.3837E+00,.3837E+00,.5475E+00
.9640E+03,.5128E+00,.3592E+00,.3592E+00,.5128E+00
.9650E+03,.5408E+00,.3789E+00,.3789E+00,.5408E+00
.9660E+03,.5537E+00,.3880E+00,.3880E+00,.5537E+00
.9670E+03,.5571E+00,.3903E+00,.3903E+00,.5571E+00
.9680E+03,.6478E+00,.4543E+00,.4543E+00,.6478E+00
.9690E+03,.6762E+00,.4742E+00,.4742E+00,.6762E+00
.9700E+03,.6412E+00,.4495E+00,.4495E+00,.6412E+00
.9710E+03,.6920E+00,.4854E+00,.4854E+00,.6920E+00
.9720E+03,.6685E+00,.4687E+00,.4687E+00,.6685E+00
.9730E+03,.6235E+00,.4369E+00,.4369E+00,.6235E+00
.9740E+03,.5961E+00,.4176E+00,.4176E+00,.5961E+00
.9750E+03,.6031E+00,.4225E+00,.4225E+00,.6031E+00
.9760E+03,.5939E+00,.4159E+00,.4159E+00,.5939E+00
.9770E+03,.6402E+00,.4486E+00,.4486E+00,.6402E+00
.9780E+03,.6224E+00,.4359E+00,.4359E+00,.6224E+00
.9790E+03,.6388E+00,.4475E+00,.4475E+00,.6388E+00
.9800E+03,.6143E+00,.4302E+00,.4302E+00,.6143E+00
.9810E+03,.6851E+00,.4800E+00,.4800E+00,.6851E+00
.9820E+03,.6679E+00,.4679E+00,.4679E+00,.6679E+00
.9830E+03,.6497E+00,.4550E+00,.4550E+00,.6497E+00
.9840E+03,.6922E+00,.4849E+00,.4849E+00,.6922E+00
.9850E+03,.6646E+00,.4654E+00,.4654E+00,.6646E+00
.9860E+03,.6972E+00,.4884E+00,.4884E+00,.6972E+00
.9870E+03,.6903E+00,.4834E+00,.4834E+00,.6903E+00
.9880E+03,.6897E+00,.4830E+00,.4830E+00,.6897E+00
